chrom,start,end,KR,VC,VC_SQRT,weight,counts
chr1,74,75000000,1.188702636381632,1.3934762502951834,1.158451062790962,0.002986260358201541,74
chr1,75,76000000,1.1282634898537989,1.2896460273835109,1.1144566218940557,0.0033109618613431572,75
chr1,76,77000000,1.0573403269317514,1.1769543244047405,1.0646520904916643,0.0041564854959818005,76
chr1,77,78000000,1.1550473524550058,1.3018433270917449,1.1197144101524914,0.0034546953013596298,77
chr1,78,79000000,1.1214816853401282,1.2471880780735474,1.0959579266673671,0.003390384844411157,78
chr1,79,80000000,0.9987847982582064,1.0732942963727177,1.01668711007991,0.004166480225466789,79
chr1,80,81000000,1.0701928981968896,1.1479758095630388,1.051463678245358,0.0037645145318024533,80
chr1,81,82000000,0.9331819456014298,0.9822400357600884,0.972605503370364,0.00460952678740244,81
chr1,82,83000000,1.137308274141033,1.2365225322821616,1.0912617275964116,0.0035630626682219228,82
chr1,83,84000000,1.0319026880926172,1.107719047363212,1.0328629961991065,0.004108682165617657,83
chr1,84,85000000,1.0398577404768363,1.1104308191122985,1.0341264829125634,0.003713102633021651,84
chr1,85,86000000,0.7119154195540833,0.7006355878915715,0.8214365126070048,0.004945459266227584,85
chr1,86,87000000,1.152916215529643,1.2895552567810311,1.1144174011788617,0.003068212229630083,86
chr1,87,88000000,1.1148316755930512,1.2782997020735258,1.1095432879909253,0.0033736800985158352,87
chr1,88,89000000,1.1533053498689043,1.3280873775337398,1.1309443395543948,0.0030383102730995428,88
chr1,89,90000000,1.1599949195567048,1.3503829067678603,1.140397804974298,0.0033306987353842717,89
chr1,90,91000000,1.1433390162568398,1.3285412305461397,1.1311375642849273,0.003440390071998898,90
chr1,91,92000000,1.175315496764934,1.3751405885942478,1.1508042501496552,0.0033665811184214363,91
chr1,92,93000000,1.1714956797383551,1.3633404102718634,1.1458560458619578,0.0033635921611908696,92
chr1,93,94000000,1.059423612962601,1.1762054669342814,1.0643133349788758,0.003549862009119442,93
chr1,94,95000000,0.9456621457406676,0.9601373940562378,0.9616003193047152,0.004263440412808849,94
chr1,95,96000000,0.9105339956088696,0.9057884958214096,0.9339880227663968,0.005038091523638498,95
chr1,96,97000000,0.8959280852169229,0.8943854388848749,0.9280903707304036,0.004679570885884105,96
chr1,97,98000000,1.0131973531213867,1.0422734429752192,1.0018870030773042,0.004012414978512251,97
chr1,98,99000000,0.9428298632708548,0.9543848071240754,0.9587153155285084,0.004366619836781386,98
chr1,99,100000000,0.8778913451317163,0.8710120087463058,0.9158829579577492,0.004808817039886293,99
chr1,100,101000000,0.9670983785904731,0.9736281748498098,0.9683324218885532,0.004402246911067343,100
chr1,101,102000000,0.9360815829309098,0.9490974195296225,0.9560559375849272,0.0046410374882153655,101
chr1,102,103000000,0.9891755915554398,1.0096073724077719,0.9860618653081179,0.004439576384443284,102
chr1,103,104000000,0.9549717872817785,0.9757158987068469,0.9693700501075871,0.0045033662154313455,103
chr1,104,105000000,0.9271675466264244,0.9624406980941648,0.962753035145028,0.004460810280550745,104
chr1,105,106000000,1.2263446891308811,1.4224774577875048,1.170443901478767,0.002982126418459729,105
chr1,106,107000000,1.330834318092406,1.5946919833424569,1.2392710720887017,0.002627136817618107,106
chr1,107,108000000,0.937079943375387,0.9565519552582824,0.9598031890825676,0.004286086585142373,107
chr1,108,109000000,0.907268829316902,0.8921048274975679,0.9269063373161176,0.004953770184146275,108
chr1,109,110000000,0.8106150689584278,0.7769850109024604,0.8650360902712518,0.005266420918334083,109
chr1,110,111000000,0.9230611945239596,0.9085569991970459,0.935414280779156,0.004648316128923043,110
chr1,111,112000000,0.9266608465410052,0.9194494714946316,0.9410048037481376,0.004580059937141078,111
chr1,112,113000000,0.8920675673777365,0.8927402217149271,0.9272363692120889,0.004608613828094593,112
chr1,113,114000000,0.9629990601706988,0.9818088753983091,0.9723920143277208,0.00463120445300659,113
chr1,114,115000000,0.9083790767229992,0.9400997835588044,0.9515133437026836,0.004939085362298773,114
chr1,115,116000000,1.1325454946036475,1.3256252249414735,1.129895519514032,0.0035299921602044634,115
chr1,116,117000000,1.4285370158840442,1.8318188359958327,1.3282174049302609,0.002658998066275244,116
chr1,117,118000000,1.3816366754701912,1.8564403619185001,1.337113912979031,0.0026303727543634274,117
chr1,118,119000000,1.7311739769670424,2.549292370647422,1.5668871893578702,0.0018927300219697448,118
chr1,119,120000000,1.8329432843566928,2.8479163064809163,1.6561189167305774,0.0017665745364072005,119
chr1,120,121000000,1.8063979793207945,2.748783462247577,1.627039780329968,0.001867251875473041,120
chr1,121,122000000,1.689516290013653,2.419774067233944,1.5265650519917433,0.0019821338416940565,121
chr1,122,123000000,1.452560487775182,1.9486746403633681,1.3699274671787651,0.0024729643009902165,122
chr1,123,124000000,1.3981870296332788,1.8250337334604616,1.3257552476883936,0.0026707314916797715,123
chr1,124,125000000,1.3122080966688514,1.6153082564306995,1.2472560326254576,0.002703155594548954,124
chr1,125,126000000,0.8765426686832769,0.8636028583188856,0.9119792189038052,0.004997682305001354,125
chr1,126,127000000,0.8682090293061536,0.8378920851664597,0.8983011398138305,0.005458672141605304,126
chr1,127,128000000,0.9528583783755404,0.9414159572947626,0.9521791872996204,0.004470952488060066,127
chr1,128,129000000,0.9271342697292948,0.8970291326821014,0.929461019333928,0.004355451606527044,128
chr1,129,130000000,0.7860105037397782,0.7196406827857964,0.83250290987976,0.00566085238297106,129
chr1,130,131000000,0.8742548286761275,0.8244013043728876,0.8910400847308758,0.0047599550652841025,130
chr1,131,132000000,0.9478791779870364,0.9329402522882038,0.9478831921026406,0.0042300032464629295,131
chr1,132,133000000,0.9206346235761445,0.8991508955150685,0.9305596074345652,0.004596476764648664,132
chr1,133,134000000,0.9181335531277446,0.8839354732743787,0.9226525538701807,0.004797023729795108,133
chr1,134,135000000,0.875554954852927,0.8305623590162095,0.8943634225553336,0.005285354152935273,134
chr1,135,136000000,0.9473264351320922,0.929717895900168,0.9462447916315719,0.004394593930374647,135
chr1,136,137000000,0.9723144612743796,0.9484620253122632,0.9557358576293754,0.004128004898663214,136
chr1,137,138000000,0.8283572696432634,0.7536002344385814,0.8519192254272431,0.005048608324085617,137
chr1,138,139000000,0.8302870516968209,0.7373863355706128,0.8427047647077012,0.0053031253697729715,138
chr1,139,140000000,0.8122928306527211,0.7071143396435731,0.8252256699643195,0.005413048957430864,139
chr1,140,141000000,0.743171761929183,0.6201107171666083,0.7727918358044897,0.00610809597312057,140
chr1,141,142000000,0.7187681852363712,0.5882615820214805,0.7526848072501116,0.0065148629306958595,141
chr1,142,143000000,0.7167530725574957,0.587819075334391,0.7524016587920201,0.006450213392884784,142
chr1,143,144000000,0.8078129359521228,0.6894254184853065,0.8148385221232822,0.005175860315314001,143
chr1,144,145000000,0.7578835743439996,0.6287225780768869,0.7781394524067272,0.005859796010428364,144
chr1,145,146000000,0.7262704566560982,0.5903606522038277,0.7540264989271465,0.0065453359378096895,145
chr1,146,147000000,0.7291204337132247,0.5881027334671407,0.7525831764708326,0.006332615333460382,146
chr1,147,148000000,0.6861118189483278,0.5446576538552083,0.7242520150726017,0.006519217611696301,147
chr1,148,149000000,0.6816247393207592,0.5429216660827806,0.7230968893935177,0.007069064124783218,148
chr1,149,150000000,0.7579369787101464,0.6318314712118227,0.7800609431519293,0.0058549950797502975,149
chr1,150,151000000,0.8653980235015303,0.7754646033109225,0.8641893226687243,0.004644295503162602,150
chr1,151,152000000,0.9451656484470766,0.904835404495371,0.9334965116816606,0.004316150896628501,151
chr1,152,153000000,0.9383954080651179,0.9117339702838418,0.9370482953667696,0.004614838382158969,152
chr1,153,154000000,0.9700559036265364,0.947769899468354,0.9553870770818141,0.004279141280762728,153
chr1,154,155000000,0.9204463660847624,0.8820633295982312,0.9216749634372904,0.004510312142960548,154
chr1,155,156000000,0.9688276268791338,0.9405990218724436,0.9517659599014898,0.004131604514619368,155
chr1,156,157000000,0.9131693927948163,0.8719310610964146,0.916366029632383,0.004413479751089479,156
chr1,157,158000000,0.925975550723143,0.8619689874742478,0.9111161128603048,0.004338952104720365,157
chr1,158,159000000,0.8346302086169259,0.7583089594422252,0.8545766069393893,0.005436647879459434,158
chr1,159,160000000,0.9007604939584408,0.8278505872671229,0.8929021882945393,0.004779324974665346,159
chr1,160,161000000,0.8843162009197704,0.8180473621992959,0.8875996677944624,0.004708618988290287,160
chr1,161,162000000,0.9173332815520804,0.8520749918039409,0.9058719586608656,0.004632394935019048,161
chr1,162,163000000,0.8577789117767839,0.7799237091577466,0.8666704081129357,0.004769223170457029,162
chr1,163,164000000,0.8358214602423291,0.7531577277514921,0.8516690693810594,0.005119007395810281,163
chr1,164,165000000,0.9461422144239297,0.8967568208746617,0.9293199300356564,0.004202201945429583,164
chr1,165,166000000,0.9437958436924079,0.9017265113604352,0.9318914473706644,0.0041987737533018725,165
chr1,166,167000000,0.8878066473157075,0.835463971550123,0.8969986094755434,0.004722186829199169,166
chr1,167,168000000,1.0001657819919705,0.9517751523027788,0.9574036702314414,0.0039947707183808565,167
chr1,168,169000000,0.8362946854062611,0.7503778780505457,0.8500958925155088,0.005363406070359342,168
chr1,169,170000000,0.8196918415149996,0.7281958120695251,0.8374367107986409,0.005550998632409804,169
chr1,170,171000000,0.9015587261283624,0.836859569563251,0.8977474910365763,0.004182176638976147,170
chr1,171,172000000,1.0079975275571509,0.9668998039409888,0.9649807342973108,0.003337237521357284,171
chr1,172,173000000,0.901963377943574,0.8181948644283258,0.8876796857948771,0.00453396928414568,172
chr1,173,174000000,0.7443965773785677,0.6252392562067215,0.7759808891753698,0.006066382507057035,173
chr1,174,175000000,0.7237355997766998,0.5954097669667711,0.7572440750409009,0.006504889707427746,174
chr1,175,176000000,0.8152936048416188,0.6940547192117803,0.8175696525877387,0.00556394713788623,175
chr1,176,177000000,0.8265284602721157,0.7228063075472823,0.8343319476493113,0.005327137641727768,176
chr1,177,178000000,0.8697112247796803,0.783361645726672,0.8685784675597564,0.004768940646347966,177
chr1,178,179000000,0.9039432327270426,0.8411030952291855,0.9000207501593968,0.004791254681104901,178
chr1,179,180000000,0.9276741360455892,0.873111078928653,0.916985896672696,0.004415937350616608,179
chr1,180,181000000,0.8829886714571153,0.8232666718418891,0.890426699499418,0.004661375935218725,180
chr1,181,182000000,0.8954585395929812,0.8370864960694507,0.8978692013570927,0.00477475053656627,181
chr1,182,183000000,0.9350236326707968,0.8777744186310569,0.9194314744207328,0.004489259467363865,182
chr1,183,184000000,0.8403054782343446,0.7651394472788361,0.8584167892877173,0.004966020447813121,183
chr1,184,185000000,0.9091705813180616,0.8332968234159158,0.8958344712372477,0.0044661298698081275,184
chr1,185,186000000,0.9013760208199318,0.8303127398593898,0.8942290154168666,0.0043302480000721654,185
chr1,186,187000000,0.8886866287134366,0.8097872373736269,0.8831070882072932,0.004774263240462321,186
chr1,187,188000000,0.8613952748015954,0.7756121055399522,0.8642715081030264,0.005080168820274345,187
chr1,188,189000000,0.8601267291012041,0.7725372513809463,0.8625566380487236,0.005028505326844569,188
chr1,189,190000000,0.8965505786982699,0.8236637932277385,0.8906414323828359,0.004515836924403805,189
chr1,190,191000000,0.9238416408235848,0.8604826188586397,0.9103302152620228,0.004373074548228841,190
chr1,191,192000000,0.9155707533990476,0.8537655942751287,0.906770183871076,0.004337715543762932,191
chr1,192,193000000,0.8600539944939467,0.7784259942168285,0.8658378593881267,0.005074273904967653,192
chr1,193,194000000,0.914238585334898,0.8152448198477297,0.8860779528302598,0.004885961492940271,193
chr1,194,195000000,0.8358545471018947,0.6957566680082781,0.8185714537876979,0.005320225909754019,194
chr1,195,195471971,0.3726628055096709,0.2371722379546157,0.4779250921017104,,195
chr2,0,1000000,,0.0,0.0,,196
chr2,1,2000000,,0.0,0.0,,197
chr2,2,3000000,,0.0,0.0,,198
chr2,3,4000000,0.8682434758333425,0.8717904393812705,0.8994424692436713,0.0049548032672365894,199
chr2,4,5000000,1.0393409215070624,1.0969447655317428,1.0089269410113195,0.004734280113867358,200
chr2,5,6000000,1.003845332970622,1.0759754434191668,0.9992370275512644,0.004401730020629248,201
chr2,6,7000000,1.0489743196786188,1.0981670500152163,1.0094888892738891,0.00441091849740725,202
chr2,7,8000000,0.847630299029362,0.8307724769748392,0.8780280473353035,0.00651344515779516,203
chr2,8,9000000,0.8374001643605792,0.8209942011070522,0.8728455131096664,0.0064271830700275345,204
chr2,9,10000000,1.0200400772553015,1.0587999653526972,0.9912296815732144,0.004917561622635758,205
chr2,10,11000000,1.016197249858558,1.0766897655198984,0.9995686608938992,0.004344895753832957,206
chr2,11,12000000,1.0151975355286933,1.0732610194363883,0.9979758157915892,0.004321486861701437,207
chr2,12,13000000,0.9484745857106028,0.9830024535528872,0.9550907519694071,0.004969828140661154,208
chr2,13,14000000,1.0131428662259057,1.057101466135403,0.9904343100991642,0.005057421125806957,209
chr2,14,15000000,0.9345077856070302,0.953207285040166,0.9405047978394692,0.005208864333957567,210
chr2,15,16000000,0.8852472240761678,0.8753620498849265,0.9012830346444088,0.0058327436071785406,211
chr2,16,17000000,0.9007511979462764,0.9028396400263864,0.91531936033421,0.005997586055282866,212
chr2,17,18000000,1.0207270181771508,1.0784200123861138,1.0003714948794915,0.004899123900788868,213
chr2,18,19000000,1.0585407482237483,1.1538206785744065,1.0347525324688571,0.004751466273366188,214
chr2,19,20000000,1.030052414721497,1.116660055511924,1.0179532411571677,0.0045925774970589,215
chr2,20,21000000,1.055760139406778,1.1430264779411352,1.029901010769712,0.004298134076125158,216
chr2,21,22000000,0.9621942725680244,0.997542876758882,0.9621286005835354,0.005192083870835053,217
chr2,22,23000000,0.8864470613760871,0.8912358743456197,0.9094182572262448,0.005442855363232146,218
chr2,23,24000000,0.930254814571808,0.956667778772597,0.9422104407251454,0.005078169837500244,219
chr2,24,25000000,1.0430180927361021,1.1195649653882307,1.0192764468010846,0.004321394352844056,220
chr2,25,26000000,1.0549700844708956,1.1676944011530526,1.0409549576117294,0.004127768318829101,221
chr2,26,27000000,1.0279001068999911,1.132232277307864,1.0250265267388137,0.004600597479680443,222
chr2,27,28000000,1.0584548151847433,1.1786632138553914,1.0458326683944714,0.004788811079566889,223
chr2,28,29000000,1.0582564011358513,1.1808855492798884,1.0468181477250489,0.00462299913796707,224
chr2,29,30000000,1.0534440531794296,1.1702818345401456,1.0421076184524931,0.0042935923843416615,225
chr2,30,31000000,1.0090744806881191,1.1001512780728029,1.0104004774455786,0.0047897387810723,226
chr2,31,32000000,1.0422298348988392,1.1503443110175149,1.0331925440789158,0.004529212076838346,227
chr2,32,33000000,1.0364590340291155,1.150677661331189,1.0333422340924003,0.0043994489974732666,228
chr2,33,34000000,1.0999718252258408,1.2498731903860612,1.0769618401049306,0.004011082893608204,229
chr2,34,35000000,1.0650677675451483,1.2066170187306722,1.0581617583748957,0.004139201301139467,230
chr2,35,36000000,1.127421266663801,1.2835256982427308,1.0913639979786764,0.004066989136051941,231
chr2,36,37000000,0.9701482609400812,1.047164452023009,0.98576815524212,0.004930980907954245,232
chr2,37,38000000,1.1044772106588259,1.2319040210965564,1.0691921841009306,0.004130519522303585,233
chr2,38,39000000,1.1352267154447078,1.2854623048269354,1.092187022430091,0.0038089721723146507,234
chr2,39,40000000,0.9742468167077688,1.0121626690871806,0.9691533397323512,0.0045694442496772465,235
chr2,40,41000000,0.881551450639157,0.8747429707309594,0.9009642726958321,0.005917802718640374,236
chr2,41,42000000,0.8814604697220253,0.8644408586559695,0.8956430948805931,0.005986700280308449,237
chr2,42,43000000,0.866914786773955,0.8550594283996998,0.8907698090452341,0.006018584590330719,238
chr2,43,44000000,0.9739742134827908,0.9943998595156648,0.9606116870875516,0.004743110447480664,239
chr2,44,45000000,1.0177611458345366,1.0726101926334999,0.9976731830240332,0.004753771453024491,240
chr2,45,46000000,1.0201999968258324,1.0615620108088577,0.9925217283921044,0.005101651256073181,241
chr2,46,47000000,0.85497535029363,0.8485194127218942,0.8873566949060481,0.005925789772689712,242
chr2,47,48000000,0.8588715644154719,0.8515830608428081,0.8889571881682674,0.005732186147872212,243
chr2,48,49000000,0.9698654263302652,1.0019081784855728,0.9642314659984104,0.005118753139886194,244
chr2,49,50000000,1.0830519654433821,1.180250596301461,1.0465366768942974,0.004281892861304374,245
chr2,50,51000000,1.0365004268455624,1.1257240092789795,1.0220762656095757,0.005012417559760182,246
chr2,51,52000000,1.02141743651761,1.1109454787060742,1.0153451808564866,0.004910936301691489,247
chr2,52,53000000,1.1087309154777538,1.2252846362964471,1.0663157719645846,0.004064341263588411,248
chr2,53,54000000,0.9358437822793456,0.9602393892762532,0.943967620032676,0.00500645409710665,249
chr2,54,55000000,0.8292131992784996,0.8065966423212035,0.865158230796355,0.006122518284618093,250
chr2,55,56000000,0.8841916497395794,0.8692823751164809,0.8981477290006672,0.0056666513716405,251
chr2,56,57000000,0.8788592478790572,0.8799972066274491,0.903666090038296,0.005854421975572414,252
chr2,57,58000000,0.9942101534145098,1.0323541738011823,0.9787723629830644,0.00485614026390373,253
chr2,58,59000000,1.0731714033108941,1.178266368243874,1.0456565922089984,0.0042432005998010395,254
chr2,59,60000000,1.1132456684456238,1.2697948400842312,1.0855107230610959,0.0043027063147731215,255
chr2,60,61000000,1.1413393577392297,1.3028758902603157,1.0995598230351258,0.0043233013793638414,256
chr2,61,62000000,1.0535903489773486,1.1600590915874591,1.0375460825716982,0.00457248598066936,257
chr2,62,63000000,0.9607306721542056,1.0004636604596495,0.9635361167802337,0.004800030338340146,258
chr2,63,64000000,0.8868370383949364,0.8968869558536264,0.9122968867853036,0.0056693302223711495,259
chr2,64,65000000,0.9337936813791068,0.9567154002459792,0.9422338913378082,0.0055105140503403155,260
chr2,65,66000000,1.1081042896535216,1.205283617475974,1.0575769231653125,0.00420532697693404,261
chr2,66,67000000,0.9667473214759597,1.0189884136052785,0.9724156996218036,0.0049280186376441356,262
chr2,67,68000000,0.8971866931148259,0.9225549300065674,0.9252592935423838,0.005513307428977654,263
chr2,68,69000000,1.0593748740682136,1.1509157686980998,1.0334491422559948,0.004378728868435075,264
chr2,69,70000000,1.1321591620868738,1.2900657139205365,1.0941409071942692,0.0038806506641860822,265
chr2,70,71000000,1.1019396589858284,1.2672074066971382,1.0844041982675712,0.0042529916540115795,266
chr2,71,72000000,1.0954077584182826,1.2605880218970291,1.0815682429778732,0.0043117044119601365,267
chr2,72,73000000,1.1059020560866122,1.2812398675203909,1.090391759931468,0.00465033182725115,268
chr2,73,74000000,1.1328909082521126,1.3141780532763294,1.1043187449991558,0.0041653931685632925,269
chr2,74,75000000,1.0961578333114297,1.2535400438364812,1.0785404678773585,0.0045134241431962156,270
chr2,75,76000000,1.0966242847803245,1.255968738978967,1.0795847817235176,0.00450451836818753,271
chr2,76,77000000,1.1385246114895462,1.3011456433941002,1.098829461066107,0.004066808855790442,272
chr2,77,78000000,1.0658285316423193,1.1811077828223382,1.0469166446375004,0.004363776808681094,273
chr2,78,79000000,0.91800238903356,0.9537946165452116,0.9407945055677616,0.00564372646914984,274
chr2,79,80000000,1.0349184958922009,1.1035800241563127,1.011973766339122,0.004833998596389564,275
chr2,80,81000000,1.0534406255030864,1.1185490406227463,1.0188138817708436,0.004225753209854212,276
chr2,81,82000000,0.8794836406802863,0.8753461760604658,0.9012748626694278,0.005970933350884153,277
chr2,82,83000000,0.8482800587285549,0.8301851454697936,0.8777176225643519,0.00640030653246691,278
chr2,83,84000000,0.9021910283628404,0.914506901004996,0.9212146427738694,0.005361116862578824,279
chr2,84,85000000,1.0956630609534244,1.1902987271850796,1.050982110229943,0.004089939285647049,280
chr2,85,86000000,1.0198907354968296,1.069006834480923,0.9959959669348802,0.004560550231237089,281
chr2,86,87000000,0.9101179266442888,0.9273646988181574,0.9276680920847944,0.005747683512603121,282
chr2,87,88000000,0.9747689039081654,0.98879639948104,0.9579013319134552,0.005210018895159907,283
chr2,88,89000000,0.8538105783703853,0.8344393304252594,0.8799636286315243,0.0063174788417265934,284
chr2,89,90000000,0.8365232849751442,0.8133588915414589,0.8687772668751852,0.006341054198580352,285
chr2,90,91000000,0.9576816188792948,1.0021145382035617,0.9643307606708109,0.0048742264581953815,286
chr2,91,92000000,1.1592223120990948,1.3476559490639313,1.1182962159284493,0.004033968404362431,287
chr2,92,93000000,1.1415427686562392,1.3372585940421773,1.1139739568520508,0.004228721896448553,288
chr2,93,94000000,1.1587490739151862,1.3481639114466737,1.1185069517965114,0.004145947219288255,289
chr2,94,95000000,1.086716222777503,1.175345584543107,1.0443597582016628,0.004048874049395193,290
chr2,95,96000000,0.8283042065791116,0.8124858311961207,0.8683108684376779,0.006372642853171831,291
chr2,96,97000000,0.8484720876854855,0.819200458942994,0.8718914771904337,0.006452576167334515,292
chr2,97,98000000,0.8490125766066915,0.8220736211703794,0.8734191209850518,0.006241218144813017,293
chr2,98,99000000,0.9308970439252878,0.912903644734466,0.9204067806133822,0.002018929970287961,294
