chr10	120715566	chrX	676791
chr10	121133662	chrX	125630465
chr10	121425177	chr7	9418994
chr10	121473013	chr10	121475313
chr10	122072326	chr10	111316244
chr10	122190325	chr1	160971957
chr10	122295736	chr15	95115192
chr10	122458531	chr10	120600947
chr10	122802666	chr10	123972471
chr10	122906466	chr4	87539821
chr10	122911712	chr20	45099106
chr10	123744833	chr11	11927428
chr10	123935510	chr10	96904842
chr10	124697079	chr3	98923854
chr10	124955826	chr10	104188505
chr10	12515193	chr10	12506520
chr10	125474811	chr10	125417369
chr10	125718209	chr18	9558896
chr10	125917706	chrY	10903077
chr10	126089418	chr10	128925820
chr10	126659396	chr4	128054228
chr10	126674712	chr10	126659694
chr10	126860726	chr10	126854560
chr10	126992866	chr10	127133850
chr10	127080775	chr10	125912233
chr10	127969277	chr10	127975188
chr10	128689091	chr21	14188583
chr10	129005828	chr18	47670983
chr10	129070972	chr19	11941078
chr10	129566072	chr10	129106474
chr10	130097904	chr10	129998933
chr10	130132313	chr6	29212398
chr10	130675722	chr10	131280841
chr10	130878110	chr10	130879156
chr10	131075469	chr10	131417405
chr10	131425363	chr9	80936506
chr10	131739708	chr10	129998222
chr10	132113041	chr10	131864101
chr10	132243039	chr10	102366663
chr10	132845291	chr10	125271971
chr10	133031041	chr18	35293797
chr10	133040979	chr10	133106597
chr10	133385148	chr14	102021933
chr10	13815214	chr10	13813399
chr10	14036195	chr5	129084903
chr10	14805812	chr14	97197038
chr10	14886671	chr9	115848851
chr10	1534229	chr10	1485561
chr10	15402246	chr14	94878199
chr10	15815336	chr10	18233275
chr10	16262890	chr10	18070196
chr10	16485721	chr10	16216484
chr10	1668618	chr13	108979931
chr10	17266134	chr10	12146678
chr10	17918369	chr10	18038929
chr10	1821001	chr10	1579095
chr10	18604964	chr7	98066693
chr10	19870486	chr7	138463161
chr10	20001740	chr11	44659150
chr10	21005327	chr2	166152634
chr10	21790934	chr10	62890328
chr10	22006324	chr10	22244737
chr10	22012463	chr10	22014919
chr10	22558524	chr10	22551469
chr10	23157575	chr5	85994798
chr10	23399380	chr10	23402190
chr10	23502940	chr10	24542155
chr10	23616285	chr12	29905690
chr10	24567557	chr10	24566102
chr10	24877682	chr1	203824838
chr10	24950304	chr8	127735019
chr10	251685	chr9	128041977
chr10	25680900	chr16	81520482
chr10	26614456	chr10	33992383
chr10	26863145	chr10	101188944
chr10	27128718	chr10	33579264
chr10	27715488	chr2	131465331
chr10	27900400	chr10	38057611
chr10	28466962	chr2	144845419
chr10	28485769	chr10	28494152
chr10	28584313	chr10	13345339
chr10	29710350	chr12	12855705
chr10	2975697	chr7	152718007
chr10	30049475	chr18	59628202
chr10	30157024	chr10	30159886
chr10	30493057	chr10	30491862
chr10	30535230	chr7	138494053
chr10	31150993	chr10	31116771
chr10	31582835	chr16	86176952
chr10	32032025	chr10	31893167
chr10	32424775	chr10	32356624
chr10	32656235	chr18	54864269
chr10	32975502	chr18	56398024
chr10	33198868	chr18	52749756
chr10	33770068	chr10	33793637
chr10	33873448	chrX	11896400
chr10	33885417	chr8	94701957
chr10	34073928	chr10	34071372
chr10	34076797	chr18	51781073
chr10	34133092	chr18	64370236
chr10	34812306	chr21	33583200
chr10	348967	chr4	7540988
chr10	34912659	chr12	85435676
chr10	34990667	chr4	149501616
chr10	35686914	chr7	65201700
chr10	35904318	chr10	35822813
chr10	36088707	chr10	95333495
chr10	36259439	chr10	35962375
chr10	37068109	chr3	55126590
chr10	37441675	chr5	132735921
chr10	38635407	chr2	91877753
chr10	38936142	chr18	15204018
chr10	39015295	chr8	6527994
chr10	39015911	chr10	29215302
chr10	40100763	chr1	209584029
chr10	40903545	chr10	41328578
chr10	4111228	chr10	4108173
chr10	4254042	chr10	4160719
chr10	42715228	chr10	83399215
chr10	42879408	chr7	43194470
chr10	43734947	chr13	52051832
chr10	43755630	chr13	51969669
chr10	43975483	chr10	43863169
chr10	44818755	chr4	162812160
chr10	45154251	chr10	45142181
chr10	45193687	chr6	165191918
chr10	46085386	chr10	132286273
chr10	46254952	chr13	55775756
chr10	47413648	chr18	50897520
chr10	48262754	chr10	48245425
chr10	48413490	chr10	48359605
chr10	48502344	chr13	44830034
chr10	48800033	chr13	19830085
chr10	49066258	chr2	150692931
chr10	49942368	chr10	50240839
chr10	50237389	chr10	50242644
chr10	52513213	chr13	25930346
chr10	53373574	chr10	51782632
chr10	54595602	chr1	48987120
chr10	55095428	chr8	80589573
chr10	55166699	chr10	86261770
chr10	55246976	chr3	147770509
chr10	55300171	chr20	2153278
chr10	55970852	chr1	80032238
chr10	56920742	chr18	53023659
chr10	5722315	chr10	17932317
chr10	57237286	chr2	167694082
chr10	57535864	chr10	57479174
chr10	5770590	chr10	3136920
chr10	58557540	chr11	84510859
chr10	58850543	chr1	156414783
chr10	59283270	chr15	92369563
chr10	60493689	chr5	73899056
chr10	61631331	chr10	61072209
chr10	62187072	chr10	26021220
chr10	627817	chr10	628852
chr10	62785164	chr10	62781176
chr10	63425940	chr10	65549724
chr10	63771191	chr12	75054400
chr10	63847859	chr11	18964206
chr10	64527429	chr10	64523848
chr10	64637986	chr18	54070982
chr10	65433769	chr10	65453918
chr10	6556242	chr10	6505760
chr10	65769907	chr10	65757272
chr10	65868180	chr10	67382861
chr10	66136200	chr10	131551805
chr10	66311466	chr3	101257948
chr10	66470736	chrX	93980298
chr10	66873314	chr10	32572986
chr10	67036267	chr11	20486642
chr10	67170067	chr10	66458156
chr10	67655583	chr10	67420154
chr10	67769097	chr9	94743150
chr10	68466963	chr2	74887260
chr10	68472526	chr2	74881709
chr10	68545775	chr10	68727409
chr10	68842831	chr10	87100999
chr10	68975239	chr10	69141070
chr10	6904070	chr10	6905274
chr10	69313567	chr10	103451442
chr10	69815207	chr10	69433989
chr10	70533907	chr10	71006056
chr10	70579441	chr13	79048973
chr10	70618087	chr3	73724174
chr10	71366263	chr10	71678680
chr10	71397833	chr9	24231876
chr10	71538625	chr8	40589800
chr10	71547389	chr17	49920087
chr10	71943702	chr2	138486909
chr10	72759130	chr5	123574495
chr10	73476376	chr2	206314252
chr10	73508231	chr19	37949431
chr10	7356266	chr20	25306511
chr10	73794467	chr10	73795640
chr10	74255163	chr5	81047512
chr10	74476477	chr6	118949082
chr10	75103169	chr10	75108339
chr10	7560732	chr2	15954592
chr10	75648080	chr2	13303785
chr10	75747992	chr2	155474009
chr10	7599780	chr10	6672001
chr10	76073814	chr10	75188651
chr10	76156577	chr3	176765756
chr10	76493289	chr10	116163948
chr10	7693030	chrX	34570923
chr10	776159	chr8	76936641
chr10	77846320	chr11	29747832
chr10	77883838	chr7	371885
chr10	78081966	chr18	69837546
chr10	78837331	chr10	53958760
chr10	79312204	chr11	38570409
chr10	79356332	chr10	126197197
chr10	79763201	chr8	37342587
chr10	80009283	chrX	76031300
chr10	81140140	chrX	79870096
chr10	81231300	chr18	51350630
chr10	81281086	chr10	31868247
chr10	81352644	chr16	23190243
chr10	81393534	chr10	65761632
chr10	81470705	chr4	110195768
chr10	81597442	chr10	79336733
chr10	81702067	chr5	117824482
chr10	81917066	chr11	24725573
chr10	82295665	chr18	66607809
chr10	83178974	chr10	83269106
chr10	83246336	chr10	89825524
chr10	83287978	chr2	53266585
chr10	83371027	chrX	11512654
chr10	83511119	chr20	49417959
chr10	83752915	chr7	62349065
chr10	83832150	chrX	140581171
chr10	84658201	chr10	84002221
chr10	84878608	chr3	45258218
chr10	85374294	chr9	30447022
chr10	85805197	chr2	68626297
chr10	86269001	chrX	120017498
chr10	8649843	chr10	8217606
chr10	86530244	chr20	53247765
chr10	86530641	chr9	27077634
chr10	86539559	chr11	113468810
chr10	8655507	chr6	36638911
chr10	86739589	chr3	62517110
chr10	88140715	chr20	3580915
chr10	88231761	chr10	88121079
chr10	88633527	chr18	34670321
chr10	88647638	chr10	88508936
chr10	88647638	chr10	88508937
chr10	88968883	chr19	2552749
chr10	89069702	chr10	89071293
chr10	90576995	chr11	102869132
chr10	91934540	chr10	99910674
chr10	92038618	chr8	47555087
chr10	92147057	chr1	208266640
chr10	93197067	chr6	70653753
chr10	93683713	chr10	77979850
chr10	9378675	chr10	4398777
chr10	94219984	chr10	97749896
chr10	94426814	chr10	98481462
chr10	94538185	chr10	66145620
chr10	94661957	chr5	102352946
chr10	95268244	chr7	94665632
chr10	95637523	chr12	11738420
chr10	96239453	chr10	96251402
chr10	96377080	chr2	195358286
chr10	96588085	chr10	96465718
chr10	96612648	chr10	97273990
chr10	97665923	chr5	98798083
chr10	99012198	chr10	97746883
chr10	99130973	chr10	77849765
chr10	99481735	chr10	99484624
chr10	99496120	chr4	122227856
chr1	100014344	chr8	123489925
chr1	100022116	chr11	118431528
chr1	100144419	chr1	99980402
chr1	100730661	chr1	101286938
chr1	101354235	chr1	101420099
chr1	101419795	chr5	87801032
chr1	101601374	chr14	85736431
chr1	101639353	chr1	94151314
chr1	10180771	chr15	59209055
chr1	102749367	chr1	104137923
chr1	102791836	chr1	102711831
chr1	102889540	chr14	83560882
chr1	103154748	chrX	83647659
chr1	103306702	chr19	57136632
chr1	103830150	chr2	11581481
chr1	104260154	chr1	104211865
chr1	104273283	chr1	104143777
chr1	104954841	chr1	99291022
chr1	104966141	chr16	31206292
chr1	105448803	chr11	90822793
chr1	105674134	chr1	105935483
chr1	106182995	chr11	26311638
chr1	106441638	chr1	107111947
chr1	106642812	chr1	106638677
chr1	107424157	chr1	106966547
chr1	107583271	chr1	108340683
chr1	107831132	chr6	24950346
chr1	107943538	chr2	121271084
chr1	108053806	chr13	26197702
chr1	108474224	chr1	107110602
chr1	108921169	chr1	108924587
chr1	109311369	chr1	109341994
chr1	109598729	chr17	61590401
chr1	109807429	chr4	86447854
chr1	10981656	chr6	144882494
chr1	109933626	chr8	76713561
chr11	100029436	chr5	173520797
chr11	100233924	chr11	101018675
chr11	100332739	chr11	57714663
chr1	110034560	chr1	110048838
chr11	100635293	chr4	2540968
chr11	100901777	chr4	109480868
chr11	101085526	chr11	59441819
chr11	101139949	chr17	60617536
chr11	101425806	chr3	139530795
chr11	101622342	chr15	68531553
chr11	10164660	chr14	68711467
chr11	102012697	chr11	91586398
chr11	102020238	chr7	1221981
chr11	102149234	chr11	57629139
chr11	102208557	chr11	50495985
chr1	110245603	chr1	110285926
chr11	102752210	chr11	93160964
chr11	103146488	chr11	109562614
chr11	103338182	chr11	105328205
chr1	110352074	chr5	24587312
chr11	103651989	chr11	105336086
chr11	103671361	chr5	109027207
chr11	104122503	chr11	104263817
chr11	104166075	chr11	104421178
chr11	104825781	chr11	103463821
chr11	104964082	chr11	109720026
chr11	105463488	chr11	28695441
chr11	105551415	chr11	107098037
chr11	105995827	chr11	107077529
chr11	106347724	chr11	106481078
chr11	106755001	chr2	137363951
chr11	106926038	chr9	76029679
chr11	107439606	chr11	94757630
chr11	107484480	chr11	18855930
chr11	108502761	chr4	182400545
chr1	110872855	chr1	110394464
chr1	110893122	chr1	152722829
chr11	108996130	chr12	114486186
chr11	109005772	chr4	86173501
chr11	109022727	chr3	132805340
chr11	109699890	chr11	99251675
chr11	109790471	chr1	27211476
chr11	109843607	chr11	133485549
chr11	110369870	chr11	110368767
chr11	110401661	chr11	110400599
chr11	111013213	chr20	1561510
chr11	111214964	chr11	60483934
chr11	111393220	chr1	32579009
chr11	111601896	chr9	126974050
chr11	111626477	chr11	111628484
chr11	111650646	chr11	111619960
chr11	111763167	chr11	111818080
chr11	111917216	chr1	94111264
chr11	112097849	chr1	92931627
chr11	112190234	chr13	85678389
chr11	112460146	chr11	113505150
chr11	112463180	chr11	60266485
chr11	11254181	chr11	11247946
chr11	112588013	chr1	99693309
chr11	112783155	chr17	68706419
chr11	113388819	chr11	103658011
chr11	113741545	chr4	147458123
chr1	111436610	chr4	51978003
chr1	111446262	chr11	108238277
chr11	1151557	chr3	8566627
chr11	115654006	chrY	11166749
chr11	116005484	chr7	87040654
chr11	116512506	chr11	116517289
chr11	11659407	chr11	11610589
chr11	116638248	chr11	116640484
chr11	116797749	chr11	116809318
chr11	116875132	chr11	116853050
chr11	116975575	chr11	116994604
chr11	116979669	chr2	1850452
chr11	117101645	chr11	116984249
chr11	117118237	chr7	81386996
chr1	111752445	chr1	111746641
chr11	11760642	chr11	11101707
chr11	117907234	chr11	117905753
chr11	117955889	chr6	51379317
chr11	118130306	chr18	14960103
chr11	118229335	chr11	120190481
chr11	118274058	chr12	57516547
chr11	118391622	chr11	118372371
chr11	118405082	chr13	83321017
chr11	11861287	chr5	151131015
chr11	118773625	chr1	42610412
chr11	118873632	chrX	1194775
chr11	118926077	chr11	72742816
chr11	119831224	chr11	120152780
chr11	120023517	chr11	30972619
chr11	120815517	chr11	120882397
chr11	121106392	chr11	120917430
chr11	121259218	chr4	35032535
chr1	112141627	chr11	129320322
chr11	121774531	chr16	14520271
chr11	121952852	chr19	47474778
chr11	122464921	chr1	186593568
chr11	12258257	chr11	13124479
chr11	123044559	chr22	28261736
chr11	123343919	chr11	123342708
chr11	123343919	chr11	123342667
chr11	123636908	chr11	123634899
chr1	112379053	chr10	125970821
chr11	123938349	chr2	79434267
chr11	124657491	chr5	78207335
chr11	125140745	chr11	46350894
chr11	125457197	chr11	46724915
chr11	125469959	chr12	26127540
chr11	125827647	chr11	80360942
chr11	126288322	chr2	222115317
chr11	126377222	chr11	127661188
chr11	126418326	chr13	59234694
chr11	126505463	chr11	126500854
chr11	126526811	chr7	15687423
chr11	126654434	chr14	73142554
chr11	126942651	chr3	122131362
chr11	127265878	chr11	132803040
chr11	127770336	chr11	129021016
chr11	128021695	chr4	21144388
chr11	128170888	chr3	29990461
chr11	128508508	chr11	128338202
chr11	128715989	chr11	128242180
chr11	128790903	chr11	128807258
chr11	129173152	chr11	128955271
chr11	129987067	chr11	129952795
chr11	130179484	chr11	129911654
chr11	130609572	chr1	11395713
chr11	130637340	chrX	63843976
chr11	130842463	chr11	130647738
chr11	130973060	chr1	110521708
chr11	1310283	chr5	53794995
chr11	131481351	chr20	22584382
chr11	131728295	chrX	49151194
chr11	132049010	chr8	35225854
chr11	132281044	chr11	132831559
chr11	1323391	chr10	109404319
chr11	132393788	chr11	132835870
chr11	132397037	chr11	130343030
chr1	113245092	chr16	21585136
chr1	113245092	chr1	114134745
chr11	132528284	chr11	132534054
chr11	132925864	chr11	134851942
chr11	133062140	chr10	99377933
chr11	133130147	chr11	109936980
chr11	133309349	chr11	133224676
chr11	133348791	chr11	133353052
chr11	133407831	chr11	102599516
chr11	133413836	chrX	17155488
chr11	134283910	chr1	89887508
chr11	134312300	chr11	133558558
chr11	134364305	chr15	50896033
chr1	11344238	chr17	28974489
chr1	11380356	chr8	75593748
chr11	14148424	chr11	119291705
chr1	114177785	chr10	8163051
chr1	114308016	chr3	148773244
chr11	14393319	chrX	19525087
chr11	14650878	chr11	44170311
chr11	147273	chr6	131255867
chr11	14750121	chr11	12714261
chr11	14781000	chr3	109798393
chr1	114798624	chr11	12542945
chr11	15130960	chr11	15330186
chr11	15490065	chr18	24767400
chr11	155062	chr22	47420611
chr11	1559288	chr11	1065641
chr11	15791631	chr11	50228559
chr11	15840458	chr2	220243212
chr11	15911621	chrX	153266544
chr11	16031771	chr11	29905571
chr11	16351241	chr12	26278411
chr1	116354979	chr19	29253344
chr11	16581092	chr11	5956667
chr1	116641359	chr1	99624107
chr11	16805101	chr7	140100988
chr1	116940845	chr3	67685446
chr1	116951357	chr15	55936395
chr1	11697105	chr9	123898437
chr1	117013332	chr1	116303273
chr11	1701664	chr1	12817120
chr1	11732696	chr1	11735276
chr11	17471177	chr3	169031575
chr11	17480684	chr11	16552501
chr1	117523883	chr2	28278093
chr11	17524459	chr11	18143656
chr1	117768879	chr19	52742573
chr11	18013067	chr11	10766043
chr1	118095683	chr16	86668173
chr1	118353468	chr1	119210881
chr11	18421884	chr21	39031356
chr11	18430815	chr22	31808831
chr1	118461221	chr1	118462344
chr1	118497100	chr2	185977010
chr1	118749791	chr1	94034204
chr11	18973006	chr15	38542225
chr1	119085691	chr1	118637824
chr1	119089495	chr1	91999580
chr11	19100240	chr11	19118698
chr1	119112665	chr1	88280042
chr1	119323653	chr12	123687992
chr11	19637235	chr11	19639632
chr1	1196372	chr5	28261939
chr1	119684413	chr17	34600117
chr1	119744245	chr8	8408587
chr11	19765153	chr22	28252355
chr11	19828798	chr8	33800009
chr1	1198291	chr17	5901249
chr11	20365299	chr11	20379557
chr1	12045822	chr20	58078735
chr11	20460625	chr11	24512262
chr11	20677216	chrX	64190880
chr1	120720981	chr7	45877156
chr11	20824249	chr6	146846009
chr11	20989236	chr11	21846476
chr11	21175706	chr1	5584531
chr1	121270742	chr19	46234759
chr11	2129651	chr15	96166613
chr11	21455016	chr18	24278257
chr11	22136102	chrX	19720717
chr11	222504	chr10	118555167
chr11	22343331	chr11	86089859
chr1	122550956	chr1	123043296
chr11	2256377	chr17	71887993
chr11	22612324	chr10	15724796
chr11	22652563	chr11	21772526
chr1	122770139	chr1	122536344
chr11	22956814	chr11	42872842
chr11	22976263	chr11	17796143
chr1	123075864	chr17_KI270729v1_random	30435
chr1	123084470	chr1	124270454
chr1	123105514	chr1	122722843
chr1	12333138	chr12	28396148
chr11	2338778	chr15	79107027
chr1	123418964	chr1	124753623
chr11	23524081	chrX	142316982
chr1	123611604	chr1	122943073
chr11	2367887	chr11	2418438
chr11	23780387	chr6	48161212
chr11	23786424	chr2	14065293
chr11	23897795	chr10	41853424
chr1	123958290	chr1	123140276
chr1	12415350	chr18	48114168
chr11	24353680	chr3	21812757
chr1	124367008	chr1	124288255
chr1	124507548	chr1	122756389
chr1	124535311	chr1	122536158
chr1	124723721	chr1	124433576
chr11	24746613	chr12	1146284
chr1	124751585	chr1	124377415
chr1	12477389	chr9	131115630
chr11	2481386	chr11	2495931
chr1	124923290	chr17	25363752
chr1	124968340	chr14	23642474
chr1	125166925	chr1	143217139
chr1	125180194	chr16	36181830
chr11	25305025	chr8	135118141
chr11	25488012	chr9	66099028
chr11	2562856	chr15	67882127
chr11	25923862	chr18	8237003
chr1	12603475	chr17	31944274
chr11	26115095	chr11	21379268
chr11	2629940	chr11	129678112
chr11	26301481	chr22	43720699
chr1	12644870	chr20	52613593
chr11	26581833	chr11	26584100
chr11	27033961	chr11	26702178
chr11	27278932	chr10	61096941
chr11	27367891	chr13	94961623
chr11	27462747	chr6	69849188
chr11	27715399	chr9	137132532
chr1	12778112	chr1	11441193
chr11	27977603	chr11	27927972
chr11	28270316	chr6	69774132
chr11	28397304	chr11	27646600
chr11	28751335	chr1	88406498
chr11	29104008	chr11	29101128
chr11	29585659	chr11	29584172
chr11	30142891	chr5	148014399
chr11	30208962	chr11	30181131
chr11	30447973	chr11	130592704
chr1	13051931	chr2	239465050
chr11	30893191	chr11	30858622
chr11	31383921	chr11	9457276
chr11	31428825	chr11	31425698
chr1	13170186	chr10	12002956
chr11	32033252	chr11	31552618
chr11	32195656	chr11	124798574
chr11	3236485	chr15	72926982
chr11	32519804	chr14	77479638
chr11	32551291	chr11	102247782
chr11	33076622	chr11	33071661
chr1	13366943	chr1	5689443
chr11	33672175	chr12	51537750
chr1	13375653	chr4	189973250
chr11	33938282	chr13	20060366
chr1	13425737	chr3	106887757
chr11	34480399	chr13	30210628
chr11	34822791	chr3	74313373
chr11	35070605	chr19	8602420
chr11	35142252	chr11	35143636
chr11	35142643	chr19	34323991
chr11	35201548	chr11	35202695
chr11	35447301	chr11	34878564
chr11	35879810	chr4	136916006
chr11	35887803	chr11	27001172
chr11	35913410	chr11	35843833
chr11	36289306	chr11	36473276
chr11	36717267	chr2	43965209
chr1	13708318	chr1	13660509
chr11	37384855	chr11	38881917
chr1	13739704	chr11	83152725
chr11	37619110	chrX	125572963
chr11	37844106	chr11	37814092
chr11	37966570	chr10	13365003
chr11	38092192	chr7	74525779
chr11	3890937	chr11	3981086
chr11	3896560	chr11	45845552
chr11	39738430	chr15	100444097
chr11	39823015	chr11	111911430
chr11	3988165	chr11	3847846
chr11	40100286	chr3	81987124
chr11	40391140	chr11	40387273
chr11	40736227	chr3	51835479
chr11	4097656	chr3	10435686
chr11	41019383	chr11	41329548
chr11	41062130	chr11	41061005
chr11	4148383	chr22	19385333
chr11	4200461	chr11	5088633
chr11	42218409	chr11	42220458
chr11	42379543	chr11	25376339
chr11	42603792	chr1	52704935
chr11	42910967	chr4	124958288
chr11	43026334	chr11	42994408
chr1	143192858	chr1	143187898
chr1	143213855	chr1	143222204
chr1	143220242	chr10	41854346
chr1	143244921	chr1	143240573
chr1	14338864	chr1	13528262
chr11	43506345	chr1	63908704
chr1	143644867	chr14	73631676
chr1	143650204	chr12	56062776
chr11	43703470	chr4	62715984
chr1	14371795	chr9	35997008
chr11	43974611	chr11	5527205
chr11	44120433	chr18	23339467
chr11	44241222	chr5	154346900
chr1	144404073	chr1	145230143
chr11	44581635	chr5	115499532
chr11	4468708	chr18	77854616
chr11	450117	chr11	437011
chr11	45029667	chr11	44469970
chr11	45361860	chr11	45359429
chr11	46014359	chr11	2822904
chr1	146061920	chr1	145569626
chr11	46104981	chr11	46096796
chr11	46356345	chr15	91349847
chr11	46461016	chr5	78095004
chr11	46544354	chr11	46528177
chr11	46625510	chr15	40319978
chr11	47281652	chr1	16147180
chr1	147287866	chr18	79020627
chr11	47852731	chr13	41284626
chr11	47891950	chr11	48127351
chr1	148028399	chr1	68194604
chr11	48048392	chr9	74191632
chr11	48117076	chr3	67087005
chr1	148336871	chr1	148271996
chr1	148370690	chr10	51145073
chr1	14839056	chr1	15327821
chr1	148399081	chr1	186395722
chr11	48413941	chr5	83335676
chr11	48424788	chr11	92174488
chr11	48450371	chr5	63330247
chr1	148488335	chr17	1503123
chr11	48807872	chr1	125061879
chr1	149077972	chr1	146964474
chr11	49143284	chr11	20835918
chr1	149400618	chr7	46324691
chr11	49431550	chr11	48183662
chr11	49620610	chr11	49622151
chr11	49947203	chr5	59634747
chr11	50056165	chr11	50043614
chr11	50144263	chr2	186126228
chr11	50181082	chr11	50143219
chr11	50186695	chr11	15498289
chr11	50211998	chr21	41395123
chr1	150515323	chr2	4497154
chr11	50618026	chr10	39218146
chr11	50668149	chr11	50393198
chr1	150733437	chr1	20927325
chr11	5113504	chr4	108659775
chr1	151299153	chr1	151099943
chr1	151755302	chr1	151896810
chr1	151856929	chr12	5582251
chr11	51973023	chr11	51699277
chr1	152152490	chr1	158560119
chr1	152262452	chr3	101430806
chr11	52285922	chr19	27246971
chr11	52302129	chr11	39624591
chr1	152759649	chr1	152747572
chr1	153028345	chr1	73060524
chr1	153040586	chr1	97914734
chr11	53071839	chr11	51908921
chr1	153269581	chr1	153267319
chr1	153566657	chr1	153645535
chr1	153585534	chr9	98853634
chr1	15395175	chr10	111405081
chr11	54366905	chr18	45500975
chr11	54625777	chr11	129628261
chr1	154626401	chr13	61180126
chr1	154697772	chr1	55620558
chr1	154765603	chr1	154783947
chr1	154800022	chr13	86924803
chr11	54854892	chr11	19468193
chr1	155075239	chr1	155080082
chr1	155109143	chr1	155112134
chr11	5532200	chr4	19077854
chr11	55410569	chr11	49427650
chr1	155511441	chr1	172394380
chr11	55551420	chr2	189602090
chr11	5559198	chr5	77372300
chr11	55606137	chr12	55515392
chr11	55762312	chr18	21295324
chr1	156135463	chr14	61722077
chr1	156172151	chrY	15105463
chr1	156392451	chr1	156070140
chr1	156850026	chr14	75699639
chr11	56909515	chr4	11763988
chr11	56942417	chrX	106768684
chr1	157153082	chr3	9554988
chr11	57321672	chr1	46622791
chr1	157364741	chrX	117177841
chr11	57384727	chr15	43758035
chr1	157496344	chr1	66494704
chr1	157543427	chr2	197826450
chr11	57549313	chr11	57404077
chr1	157679576	chr1	157794840
chr1	157696158	chr1	157021676
chr11	57773172	chr5	89548384
chr1	15780318	chr8	29148076
chr11	57937006	chr11	54663703
chr1	157952540	chr14	104730305
chr1	158035197	chr18	47513846
chr1	158226351	chr3	24997626
chr1	158341484	chr19	9913357
chr11	58561393	chr11	58657275
chr11	58691084	chr11	58377725
chr11	58746274	chr5	84516525
chr11	5892329	chr5	153234465
chr1	159000126	chr1	158809214
chr1	159028360	chr1	220223802
chr11	59037541	chr11	59039917
chr1	159384675	chr1	159521433
chr1	159478101	chr22	19750745
chr11	59617200	chr11	59476536
chr1	159669634	chr7	26258266
chr1	159683135	chr15	34026384
chr11	59694232	chr11	9521368
chr11	59772240	chr11	59774483
chr1	159832836	chr15	96620534
chr1	159897690	chr1	163620882
chr11	5998451	chr11	6164424
chr11	60134272	chr2	103187519
chr1	160261549	chr16	62967648
chr1	160275420	chr16	75517806
chr1	16035089	chr4	150311709
chr1	160479507	chr1	160800196
chr11	60968810	chr11	107894254
chr1	161049932	chr1	161047857
chr1	161281949	chr1	161268599
chr1	161312168	chr1	161229318
chr11	61395196	chr11	61447183
chr1	161433563	chr3	44527104
chr11	6168948	chr1	65640845
chr1	161756295	chr4	184303672
chr11	62015829	chr11	61870769
chr11	6208517	chr12	53249174
chr1	162357361	chr1	162356053
chr11	62485881	chr3	186069549
chr1	162654458	chr1	73059857
chr1	162755566	chr9	113244925
chr1	162817869	chr1	163149219
chr11	62820796	chr11	59166782
chr11	62892165	chr12	11733416
chr1	163073109	chr19	8463422
chr1	163100386	chr1	152822824
chr1	163158140	chr1	225049553
chr11	63348318	chr11	110976989
chr11	63481064	chr6	66379122
chr1	163513296	chr1	163512181
chr1	163709977	chr1	163523189
chr1	163717808	chr12	54805757
chr11	63718026	chr4	23117218
chr1	163759957	chr6	34203412
chr11	63799280	chr11	63797170
chr1	163954882	chr1	174744885
chr11	64013114	chr7	7245264
chr11	64051110	chr19	2149987
chr1	164052137	chr12	105190646
chr11	64346897	chr4	138378352
chr1	164448280	chr1	163861416
chr1	164496440	chr1	164670913
chr1	164783049	chr1	74154340
chr1	164881193	chr19	40870079
